Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210392;6329;Hyra/leasing övriga inventarier;1 631,20
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210437;6329;Hyra/leasing övriga inventarier;1 332,90
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210437;6329;Hyra/leasing övriga inventarier;888,68
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210436;6329;Hyra/leasing övriga inventarier;99,22
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210682;6329;Hyra/leasing övriga inventarier;432,88
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210391;6329;Hyra/leasing övriga inventarier;635,16
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210680;6329;Hyra/leasing övriga inventarier;4 345,60
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210506;6329;Hyra/leasing övriga inventarier;489,63
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210683;6321;Hyra/leasing it-utrustning;369,68
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210071;6321;Hyra/leasing it-utrustning;2 592,06
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210070;6321;Hyra/leasing it-utrustning;1 056,88
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210211;6329;Hyra/leasing övriga inventarier;9 038,37
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210069;6329;Hyra/leasing övriga inventarier;3 251,98
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209992;6329;Hyra/leasing övriga inventarier;2 147,26
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210210;6321;Hyra/leasing it-utrustning;3 315,92
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209747;6329;Hyra/leasing övriga inventarier;785,59
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210535;6321;Hyra/leasing it-utrustning;200,77
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210536;6321;Hyra/leasing it-utrustning;709,66
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209989;6329;Hyra/leasing övriga inventarier;1 974,47
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209990;6321;Hyra/leasing it-utrustning;99,75
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209990;6321;Hyra/leasing it-utrustning;100,17
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210209;6321;Hyra/leasing it-utrustning;1 559,96
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210533;6329;Hyra/leasing övriga inventarier;16 763,24
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210119;6329;Hyra/leasing övriga inventarier;1 299,92
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210120;6329;Hyra/leasing övriga inventarier;2 901,65
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210121;6321;Hyra/leasing it-utrustning;2 984,06
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209987;6321;Hyra/leasing it-utrustning;99,61
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209987;6321;Hyra/leasing it-utrustning;99,59
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209903;6329;Hyra/leasing övriga inventarier;1 064,79
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210532;6329;Hyra/leasing övriga inventarier;1 677,60
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210534;6329;Hyra/leasing övriga inventarier;725,63
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209905;6321;Hyra/leasing it-utrustning;225,72
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210531;6321;Hyra/leasing it-utrustning;298,36
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209986;6321;Hyra/leasing it-utrustning;199,23
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210517;6321;Hyra/leasing it-utrustning;44,50
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210518;6321;Hyra/leasing it-utrustning;1 152,80
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209778;6321;Hyra/leasing it-utrustning;222,49
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209777;6311;Hyra/leasing arbetsmaskiner;6 000,00
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209905;6321;Hyra/leasing it-utrustning;232,56
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209904;6321;Hyra/leasing it-utrustning;234,38
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210515;6329;Hyra/leasing övriga inventarier;644,84
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210516;6329;Hyra/leasing övriga inventarier;2 784,05
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210545;6321;Hyra/leasing it-utrustning;696,00
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209776;6321;Hyra/leasing it-utrustning;683,98
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210517;6321;Hyra/leasing it-utrustning;22,25
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210517;6321;Hyra/leasing it-utrustning;155,62
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209676;6329;Hyra/leasing övriga inventarier;422,42
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210383;6329;Hyra/leasing övriga inventarier;1 221,51
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210381;6329;Hyra/leasing övriga inventarier;963,20
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210753;6329;Hyra/leasing övriga inventarier;5 048,73
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210754;6321;Hyra/leasing it-utrustning;501,62
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209894;6321;Hyra/leasing it-utrustning;101,97
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036982;6961;Trängselskatt;288,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036983;6961;Trängselskatt;155,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036984;6961;Trängselskatt;175,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036987;6961;Trängselskatt;108,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036982;6951;Hyra/leasing bilar o andra transportmedel;5 244,38
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036983;6951;Hyra/leasing bilar o andra transportmedel;4 432,70
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036973;6951;Hyra/leasing bilar o andra transportmedel;487,38
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036947;6961;Trängselskatt;187,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036948;6961;Trängselskatt;218,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036960;6961;Trängselskatt;47,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036965;6961;Trängselskatt;248,00
Miljö- och klimatnämnden;GÖTEBORGS STADS LEASING AB;5564421716;8001036967;6961;Trängselskatt;197,00
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209675;6321;Hyra/leasing it-utrustning;235,26
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209674;6329;Hyra/leasing övriga inventarier;3 595,75
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209674;6329;Hyra/leasing övriga inventarier;3 595,38
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209893;6321;Hyra/leasing it-utrustning;199,20
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210514;6321;Hyra/leasing it-utrustning;253,54
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209892;6321;Hyra/leasing it-utrustning;470,42
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209774;6321;Hyra/leasing it-utrustning;200,86
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209931;6321;Hyra/leasing it-utrustning;157,99
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209931;6321;Hyra/leasing it-utrustning;158,01
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209930;6321;Hyra/leasing it-utrustning;111,20
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209775;6321;Hyra/leasing it-utrustning;200,80
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210544;6329;Hyra/leasing övriga inventarier;116,84
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210380;6321;Hyra/leasing it-utrustning;931,15
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209613;6329;Hyra/leasing övriga inventarier;456,04
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209615;6329;Hyra/leasing övriga inventarier;412,15
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210752;6329;Hyra/leasing övriga inventarier;356,09
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209933;6321;Hyra/leasing it-utrustning;200,89
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210543;6321;Hyra/leasing it-utrustning;369,56
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210614;6321;Hyra/leasing it-utrustning;1 110,42
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210013;6321;Hyra/leasing it-utrustning;80,78
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210011;6329;Hyra/leasing övriga inventarier;1 788,03
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210014;6329;Hyra/leasing övriga inventarier;1 673,51
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210751;6321;Hyra/leasing it-utrustning;60,06
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210749;6321;Hyra/leasing it-utrustning;1 548,87
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209561;6321;Hyra/leasing it-utrustning;927,18
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209562;6321;Hyra/leasing it-utrustning;469,70
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209559;6329;Hyra/leasing övriga inventarier;369,68
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209870;6329;Hyra/leasing övriga inventarier;1 660,84
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209871;6321;Hyra/leasing it-utrustning;8 374,48
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210615;6329;Hyra/leasing övriga inventarier;240,00
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210669;6321;Hyra/leasing it-utrustning;253,54
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209411;6329;Hyra/leasing övriga inventarier;3 803,13
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210725;6321;Hyra/leasing it-utrustning;333,69
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209872;6329;Hyra/leasing övriga inventarier;1 280,06
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209558;6329;Hyra/leasing övriga inventarier;1 479,22
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209557;6321;Hyra/leasing it-utrustning;188,78
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209590;6329;Hyra/leasing övriga inventarier;1 404,86
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210723;6329;Hyra/leasing övriga inventarier;2 655,24
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210724;6329;Hyra/leasing övriga inventarier;424,80
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210160;6329;Hyra/leasing övriga inventarier;73,41
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209591;6329;Hyra/leasing övriga inventarier;608,87
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210668;6329;Hyra/leasing övriga inventarier;752,90
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210484;6329;Hyra/leasing övriga inventarier;355,99
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210160;6329;Hyra/leasing övriga inventarier;73,41
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210160;6329;Hyra/leasing övriga inventarier;75,57
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209589;6329;Hyra/leasing övriga inventarier;6 464,83
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210159;6321;Hyra/leasing it-utrustning;1 474,47
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210485;6329;Hyra/leasing övriga inventarier;2 275,21
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209891;6329;Hyra/leasing övriga inventarier;190,56
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209890;6321;Hyra/leasing it-utrustning;512 878,32
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209854;6329;Hyra/leasing övriga inventarier;344,89
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210722;6321;Hyra/leasing it-utrustning;995,20
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209588;6321;Hyra/leasing it-utrustning;253,55
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209891;6329;Hyra/leasing övriga inventarier;190,96
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209497;6329;Hyra/leasing övriga inventarier;3 955,91
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210597;6329;Hyra/leasing övriga inventarier;3 396,00
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210491;6329;Hyra/leasing övriga inventarier;1 400,90
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209496;6329;Hyra/leasing övriga inventarier;1 193,62
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210490;6321;Hyra/leasing it-utrustning;3 509,58
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210492;6329;Hyra/leasing övriga inventarier;395,20
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210481;6411;Förbrukningsinventarier;760,73
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209888;6321;Hyra/leasing it-utrustning;222,46
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376411;1616;Fordran anställda Cykelleasing;787,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376270;1616;Fordran anställda Cykelleasing;753,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376459;1616;Fordran anställda Cykelleasing;385,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376472;1616;Fordran anställda Cykelleasing;317,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376286;1616;Fordran anställda Cykelleasing;493,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376491;6311;Hyra/leasing arbetsmaskiner;5 173,61
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376437;6951;Hyra/leasing bilar o andra transportmedel;9 636,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376431;6329;Hyra/leasing övriga inventarier;864,01
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376394;6951;Hyra/leasing bilar o andra transportmedel;9 636,50
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376367;6961;Trängselskatt;180,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376394;6961;Trängselskatt;45,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376397;6961;Trängselskatt;101,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376437;6961;Trängselskatt;175,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376397;6951;Hyra/leasing bilar o andra transportmedel;9 383,63
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376294;6951;Hyra/leasing bilar o andra transportmedel;6 483,25
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376285;6951;Hyra/leasing bilar o andra transportmedel;7 956,15
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376294;6961;Trängselskatt;297,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376285;6961;Trängselskatt;349,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376336;6951;Hyra/leasing bilar o andra transportmedel;10 244,25
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376367;6951;Hyra/leasing bilar o andra transportmedel;9 636,75
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376278;6961;Trängselskatt;369,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376281;6961;Trängselskatt;36,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376284;6961;Trängselskatt;222,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376278;6951;Hyra/leasing bilar o andra transportmedel;9 466,34
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376281;6951;Hyra/leasing bilar o andra transportmedel;9 496,20
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376284;6951;Hyra/leasing bilar o andra transportmedel;4 403,75
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376359;6961;Trängselskatt;110,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376363;6951;Hyra/leasing bilar o andra transportmedel;10 192,50
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376359;6951;Hyra/leasing bilar o andra transportmedel;11 438,28
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376358;6951;Hyra/leasing bilar o andra transportmedel;9 383,63
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376360;6951;Hyra/leasing bilar o andra transportmedel;7 989,75
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376365;6961;Trängselskatt;205,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376475;6961;Trängselskatt;115,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376498;6951;Hyra/leasing bilar o andra transportmedel;5 534,85
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376365;6951;Hyra/leasing bilar o andra transportmedel;5 534,85
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376358;6961;Trängselskatt;45,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376360;6961;Trängselskatt;272,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376363;6961;Trängselskatt;402,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376498;6961;Trängselskatt;241,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376467;6961;Trängselskatt;300,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376492;6961;Trängselskatt;296,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376495;6961;Trängselskatt;398,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376486;6961;Trängselskatt;372,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376473;6961;Trängselskatt;152,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376492;6951;Hyra/leasing bilar o andra transportmedel;8 540,83
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376495;6951;Hyra/leasing bilar o andra transportmedel;10 334,34
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376486;6951;Hyra/leasing bilar o andra transportmedel;7 604,87
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376475;6951;Hyra/leasing bilar o andra transportmedel;5 792,69
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376473;6951;Hyra/leasing bilar o andra transportmedel;12 012,43
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376493;6951;Hyra/leasing bilar o andra transportmedel;8 769,26
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376355;6961;Trängselskatt;320,00
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376350;6951;Hyra/leasing bilar o andra transportmedel;10 446,75
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376354;6951;Hyra/leasing bilar o andra transportmedel;10 446,75
Kretslopp och Vatten;GÖTEBORGS STADS LEASING AB;5564421716;5601376467;6951;Hyra/leasing bilar o andra transportmedel;10 446,75
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209643;6329;Hyra/leasing övriga inventarier;1 965,77
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210480;6321;Hyra/leasing it-utrustning;449,65
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209498;6329;Hyra/leasing övriga inventarier;863,46
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209498;6329;Hyra/leasing övriga inventarier;863,81
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210350;6321;Hyra/leasing it-utrustning;154,47
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210352;6321;Hyra/leasing it-utrustning;1 368,86
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210351;6329;Hyra/leasing övriga inventarier;592,06
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209850;6329;Hyra/leasing övriga inventarier;1 086,32
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209853;6311;Hyra/leasing arbetsmaskiner;305,61
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210482;6329;Hyra/leasing övriga inventarier;1 524,88
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209556;6329;Hyra/leasing övriga inventarier;1 969,66
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209756;6411;Förbrukningsinventarier;1 719,13
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209848;6321;Hyra/leasing it-utrustning;118,44
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209822;6321;Hyra/leasing it-utrustning;1 566,48
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209851;6321;Hyra/leasing it-utrustning;827,16
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209852;6329;Hyra/leasing övriga inventarier;333,58
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209643;6329;Hyra/leasing övriga inventarier;1 965,77
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209643;6329;Hyra/leasing övriga inventarier;1 965,77
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209643;6329;Hyra/leasing övriga inventarier;1 965,92
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209555;6321;Hyra/leasing it-utrustning;1 223,12
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209757;6321;Hyra/leasing it-utrustning;401,63
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209758;6329;Hyra/leasing övriga inventarier;365,64
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210346;6321;Hyra/leasing it-utrustning;596,81
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209821;6321;Hyra/leasing it-utrustning;1 176,06
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209628;6321;Hyra/leasing it-utrustning;53,76
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209628;6321;Hyra/leasing it-utrustning;36,87
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209631;6321;Hyra/leasing it-utrustning;288,02
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209629;6329;Hyra/leasing övriga inventarier;4 911,11
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209554;6321;Hyra/leasing it-utrustning;295,83
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209554;6321;Hyra/leasing it-utrustning;73,85
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209816;6329;Hyra/leasing övriga inventarier;934,00
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210344;6329;Hyra/leasing övriga inventarier;700,79
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209869;6329;Hyra/leasing övriga inventarier;3 975,22
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210345;6329;Hyra/leasing övriga inventarier;1 300,02
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210728;6329;Hyra/leasing övriga inventarier;369,68
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210729;6329;Hyra/leasing övriga inventarier;4 780,76
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209624;6329;Hyra/leasing övriga inventarier;477,52
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209628;6321;Hyra/leasing it-utrustning;62,97
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210730;6321;Hyra/leasing it-utrustning;908,85
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209868;6321;Hyra/leasing it-utrustning;152,80
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209815;6321;Hyra/leasing it-utrustning;312,76
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092210342;6329;Hyra/leasing övriga inventarier;1 052,88
Grundskolenämnden;GÖTEBORGS STADS LEASING AB;5564421716;6092209816;6329;Hyra/leasing övriga inventarier;1 401,25
